tweet_id	user_id	class	tweet
343909778008973312	464336224	0	i don't fucking need humira
352823276889837570	590337731	0	my retake is next friday, if i bloody fail again then my doc is going to need to up my fluoxetine and amitriptyline dosages again! :l
339867818843594756	246979971	0	@doctorchristian scared to start fluoxetine, what's you're opinion on them? xx
349294537367236611	149749939	0	@intuitivegal1 ok, if you stopped taking the lamictal, give 90mg a week.
354256195432882177	54516759	0	novartis announces secukinumab (ain457) demonstrated superiority to enbrel® in head-to-head phase iii psoriasis study .…
352456944537178112	1267743056	1	"""u wailed all night; now y'r disembodied sobbing all damn'd day, ghost?"" • effexor-xr®discontinuation syndrome ain't exactly heaven, angel"
332479707004170241	273421529	0	@irapaps you're so fucking selfish. i've got lamotrigine! no more fat pills :)
340660708364677120	135964180	1	not that anyone noticed, but my #ambienwithdrawl only lasted a few days. why? because i got another scrip. i need it while i'm on levaquin.
340523019967545344	420499836	0	@netnewsbuzz yes dear,now take ur prozac and call for knaidels
343142864148103168	1189576320	0	popular antidepressants zoloft, prozac and paxil can lower libido and prevent orgasms
341588695440310272	441200014	0	oh. i thought the cymbalta commercial was a joke honestly...
344189055308816384	221310328	0	@c4dispatches eeeeek. just chucked my victoza in the bin. i will take my chances with the diabetes #diabetes
345005092166041600	1041578714	0	at the cypriot art and archaeology exhibition at the @nicholsonmuseum. love the cypro-archaic bird jugs! never seen anything like them.
331692494251233280	473227126	0	some fantastic talks at this years #primo17. lots of new work on impacts of fluoxetine in the aquatic environment #prozac #antidepressants
342307173931565056	55270931	0	i have my appointment set to start the humira on june 13. i have done well on biologics before (remicade)- hopefully will again. :-)
342843588536827904	17761090	0	(pd. sertraline vs fluoxetine, make your bet)
341968749362044928	268327984	0	@helloimmarta @prozac @swim_deep you guys don't even know what we're doing for you. maaaad.
344708497079930881	1450306266	0	@alyseisspecial i take seroquel in day wanna be my friend have to reply to me for me to notice it i get free long distance
341459556766982144	511205578	0	debbie just hit the wall, she never had it all, one prozac a day..
329074106337206273	54576070	0	trazodone does the magic baby
333267353099972609	39844213	0	@iamcarrieeeeee @nicclark83 i have a consultant letter saying i must have lamictal- things were ok for 3 months, annoyed it's started again
348599627009896448	15556591	1	i did it. it hurt quite a bit more this time. but i did it. #humira #rheum #spoonie
353079130692124672	278930750	1	rt @ianibbo: finding out i'm allergic to fluoxetine was a bit of a shock tho. mind, only someone from yorkshire could be actually allergic …
341328695371378689	35604616	0	oh they down there in a brown chair watching a frog fuck a dog off some prozac. lol! @sugafreewisdom
342167935994978304	326555108	0	i'm up like i don't have an eoc in the am...but that's what vyvanse is for lol.
353718423064297473	326807858	1	"@thekatieduke pt with similar found out trazodone can do the same. md said it was common. ""trazodone gives you a bone"". he is a poet."
344965474938920960	29134516	1	@thebloggess your lucky! i have to do infusions of remicade for my ra. i would happily do humera or enbrel if it didnt make me stop breathin
326697058226552832	158119360	0	fun facts: do you know what meds are r for mania? currently #fda approved: #quetiapine aka #seroquel
340331305743036416	490134701	0	ohhh. nicotine, valium, vicodin, marijuana, ecstasy and alcohol. c-c-c-c-c-cocaine!
353457544628408321	715523102	0	denosumab solves puzzler apropos of chine losses in favor mankind not to mention prostate nevus: .nat
341233838262980610	138577744	0	gonna take a piece of seroquel so i can take a nap lol
341995227717988352	48551726	0	i'm super trillz and u kno dat aaaaand dat pussy throwback, and any given night i can still pop that ass like a prozac
350283107980681217	184631461	0	report on fanapt :)
343926042106425345	1061038268	0	@noemyf_ lmao damn girl, i said take some, now you have to take some cymbalta to even it out lol
351617714722316288	1236467078	1	off to see the gi consultant this week. hope theres something other than humira to try as not working also hair falling out.
340233616799965184	63626725	0	all my niggas keep ah sig no nicotine
348304709448261633	457960041	0	yes i do have a bedtime but it is granted to me by effexor xr
347067892812103681	493123841	0	pradaxa manufacturer confirmed reports of 260 fatal bleeding cases worldwide that had occurred in a period of three years. 1.888.520.5202.
351389550024724482	324601283	0	@rawarrior have had no response on double and triple treatments. have exhausted humors, enbrel, and now on this. recently taken out of work
348049441334366209	114526987	0	rt @mssocietyuk: ann had a tysabri infusion &amp; an interview/medical with atos regarding dla. guess which experience was least joyful? http:/…
345081196281200640	744073868	0	only my third all-nighter this week. fuck you drexel…. but thank you vyvanse and coffee
352280820674863104	191275156	0	"trazodone. they gave this to my son as a sleep aid. did any of these ""drs"" see the latest research on antidepressants and bipolar? #bipolar"
